X,Y,Price per sqm
27.4308,53.906,21.66666667
27.4408,53.9074,28.67069486
27.4597,53.9053,25.57951482
27.4995,53.9089,28.75757576
27.4581,53.9053,22.92270531
27.5328,53.911,26.21546961
27.4715,53.9329,22.1728972
27.5403,53.9057,29.87094743
27.5406,53.9086,25
27.4764,53.8503,21.33479212
27.5434,53.898,29.45619335
27.5883,53.9002,31.8627451
27.68808,53.946843,18.05555556
27.584699,53.937409,17.10526316
27.478821,53.907054,23.21428571
27.5539,53.9145,25.390625
23.844468,53.685561,29.54545455
27.4808,53.8503,26.45502646
27.569,53.8835,23.1712963
27.5161,53.8862,22.49438202
27.4882,53.8698,27.20108696
27.5555,53.8711,28.35694051
27.5842,53.9078,28.76436782
27.6551,53.9335,21.29787234
27.4585,53.9175,23.83333333
27.498129,53.909189,28.6
27.5167,53.91,20.18145161
27.537,53.9114,29.92526158
27.5365,53.9084,27.80555556
23.704,52.0962,23.83333333
27.473892,53.850257,21.33333333
27.4868,53.8703,21.78723404
27.55,53.885,21.78723404
27.6378,53.9182,22.75555556
27.655047,53.932503,27.67567568
27.569014,53.926281,29.25714286
27.582522,53.914365,25.6
27.4758,53.9336,26.80628272
27.5415,53.9297,25.6
27.6675,53.9592,29.23076923
27.6659,53.9623,24.42857143
28.6596,55.5272,33.09677419
27.669243,53.977689,28.5
27.6772,53.9539,24.37054632
27.6762,53.9554,22.30434783
27.6762,53.9554,23.37129841
27.6662,53.8649,29.73913043
27.6095,53.835,28.03278689
27.5543,53.8949,22.54945055
27.5698,53.8635,28.7394958
27.4759,53.8481,21.82978723
27.4748,53.8464,24.25531915
27.4866,53.8664,26.24040921
27.5196,53.8892,21.82978723
27.5199,53.8809,23.69515012
27.5555,53.8711,25.65
27.5589,53.8788,23.31818182
27.5535,53.8709,37.30909091
27.5535,53.8709,34.77966102
27.5252,53.85,24.14117647
27.5851,53.897,32.88461538
27.5844,53.8947,21.78343949
27.686377,53.948019,23.31818182
27.6815,53.9498,28.03278689
27.6264,53.922,23.97196262
27.6512,53.9309,23.31818182
27.6509,53.9322,23.0044843
27.6887,53.9452,23.21266968
27.6873,53.9439,30.44510386
27.6115,53.9273,23.42465753
27.6552,53.9316,26.85863874
27.6551,53.9304,23.53211009
27.5929,53.9375,22.06451613
27.5971,53.9424,23.10810811
27.5946,53.9392,28.5
27.5853,53.9391,21.46443515
27.5947,53.9349,23.86046512
27.5897,53.9137,33.42019544
27.5869,53.9123,29.31428571
27.5739,53.9222,29.73913043
27.5736,53.9263,31.09090909
27.6182,53.9532,33.25769854
27.6024,53.9458,24.48687351
27.5835,53.93,27.88043478
27.452,53.9088,30.99697885
27.4322,53.905,19.03525046
27.4523,53.9184,24.42857143
27.4574,53.8971,25.58603491
27.4369,53.9055,24.37054632
27.4464,53.9057,28.7394958
27.495622,53.904527,25.65
27.4484,53.8757,20.85365854
27.490187,53.911228,34.2
27.5167,53.91,21.24223602
27.5167,53.91,20.07827789
27.5273,53.9119,23.86046512
27.537,53.9114,30.82006609
27.4739,53.933,19
27.5642,53.9107,26.58031088
27.5642,53.9107,26.58031088
27.4758,53.9336,22.95302013
27.4741,53.9338,21.6
27.5563,53.8999,32.57142857
27.545785,53.9075,27
27.5466,53.9084,22.8
27.5498,53.9558,24.72289157
27.551,53.9064,24.7826087
27.4685,53.9393,23.31818182
27.4657,53.9413,21.73728814
27.551,53.9064,27.72972973
27.477219,53.936736,21.375
27.5481,53.9053,40.23529412
27.4619,53.9366,24.42857143
27.5539,53.9145,28.90140845
27.5249,53.9135,22.90178571
23.705391,52.093566,25.65
27.4758,53.9336,27.9787234
27.6659,53.9587,28.74666667
27.5194,53.8869,25.5450237
27.5476,53.8839,25.30516432
27.5476,53.8839,25.30516432
27.6531,53.929494,23.95555556
27.6531,53.9295,23.95555556
27.4322,53.905,22
27.5167,53.91,21.69014085
27.5167,53.91,23.13304721
27.4758,53.933,28.1462141
27.4758,53.933,24.2247191
27.4758,53.933,28.1462141
27.5254,53.913,26.55172414
27.5152,53.8853,23.97826087
27.558,53.8836,35.58064516
27.5434,53.8709,26.90243902
27.6026,53.9177,19.90974729
27.584,53.9107,27.36972705
27.506,53.9106,28.42783505
27.5717,53.9116,26.83698297
27.4757,53.9342,30.13661202
27.4731,53.9345,22.97916667
27.5285,53.9203,24.51111111
27.5261,53.9124,26.26190476
27.610663,53.927427,25.65909091
27.5888,53.9256,26.25581395
27.664733,53.954224,29.66580977
27.6663,53.9614,29.2893401
27.666089,53.953318,28.85
23.8526,53.6733,24.04166667
27.5578,53.8996,30.61007958
27.5673,53.8743,32.69121813
27.5625,53.8454,23.08
27.4852,53.8729,21.9391635
27.4792,53.8561,27.54176611
27.5161,53.8861,31.44414169
27.5196,53.8892,24.55319149
27.4856,53.8655,26.8372093
27.4759,53.8481,27.47619048
27.4733,53.8503,25.36263736
27.5194,53.8869,26.65127021
27.5084,53.8819,23.74485597
27.5433,53.9024,39.50701814
27.4832,53.8536,28.00970874
27.5152,53.8853,25.81655481
27.5529,53.8701,27.74038462
27.5488,53.8852,26.34703196
27.6873,53.9475,29.97402597
27.6126,53.9356,27.47619048
27.6553,53.9345,28.63523573
27.6553,53.9345,24.55319149
27.6551,53.9335,25.64444444
27.6519,53.9316,25.25164114
27.6553,53.9345,29.58974359
27.6513,53.9355,31.35869565
27.6048,53.923,36.0625
27.6034,53.9181,27.02576112
27.6549,53.9327,25.70155902
27.5926,53.9383,25.58758315
27.5913,53.9369,27.15294118
27.5864,53.9388,20.98181818
27.4609,53.9172,26.34703196
27.4313,53.9285,27.08920188
27.4587,53.9058,29.81912145
27.5167,53.91,25.19650655
27.5168,53.9089,25.03253796
27.5167,53.91,29.36386768
27.4614,53.9057,28.28431373
27.5551,53.9024,40.63380282
27.5529,53.901,39.98613999
27.4757,53.9342,26.8372093
27.4758,53.933,31.18918919
27.4757,53.9342,31.53005464
27.4731,53.9345,24.14225941
27.4741,53.9338,24.7639485
27.4778,53.9346,24.19287212
27.4778,53.9346,25.75892857
27.4733,53.9379,27.74038462
27.4657,53.9413,25.70155902
27.464,53.942,31.966759
27.464,53.942,29.66580977
27.4614,53.9428,40.34965035
27.4898,53.9331,23.08
27.461,53.9418,26.10859729
27.5261,53.9124,28.42364532
27.5504,53.93,28.21515892
27.5529,53.8965,30.56994819
27.6552,53.9308,27.63466042
27.4351,53.9218,31.21693122
27.4431,53.9059,26.87927107
27.5161,53.8862,26.8
27.6873,53.9475,31.32467532
27.624012,53.921785,30.92307692
27.6551,53.9312,28.04651163
27.6549,53.9327,26.91964286
27.5168,53.9089,29.92555831
27.4888,53.8712,27.02882483
27.5438,53.8774,28.54800937
27.4758,53.9336,25.23809524
27.5513,53.8992,39.79954737
27.6549,53.929,33.63387978
27.605,53.9452,33.54223433
27.520922,53.909344,30.32019704
27.4614,53.9428,38.34890966
27.4614,53.9428,43.04195804
27.6264,53.922,29.50704225
27.6512,53.9309,26.91648822
27.5702,53.9228,37.74774775
27.5193,53.9108,26.1875
27.4758,53.933,28.1838565
27.4772,53.9368,25.97107438
27.5536,53.8963,33.68421053
27.5273,53.9119,26.66666667
27.564095,53.905695,33.68421053
27.551,53.9308,30.47619048
27.6659,53.9623,30.54761905
27.5603,53.9002,38.23003576
27.5602,53.8906,30.62052506
27.5084,53.8819,28.57461024
27.5433,53.9024,41.38709677
27.5433,53.9024,43.18411309
27.5289,53.8948,41.90071848
27.6224,53.9334,20.39745628
27.6224,53.9334,28.70246085
27.6264,53.922,29.97663551
27.6264,53.922,30.6937799
27.6547,53.9284,35.5401662
27.6512,53.9309,27.4732334
27.6531,53.9295,29.4266055
27.6547,53.9284,35.5401662
27.6553,53.9345,32.31738035
27.6509,53.9322,18.89543446
27.6512,53.9309,29.15909091
27.6532,53.9329,27.29787234
27.6512,53.9316,29.02714932
27.6512,53.9316,28.07439825
27.6551,53.9312,30.6937799
27.6551,53.9312,29.8372093
27.654946,53.930222,33.76315789
27.655,53.93,32.075
27.6551,53.9312,32.56345178
27.654939,53.931504,32.48101266
27.6551,53.9312,30.6937799
27.5971,53.9424,26.72916667
27.569578,53.922882,35.63888889
27.5702,53.9228,38.87878788
27.569417,53.919526,25.66
27.607944,53.950518,25.66
27.5813,53.9432,28.51111111
27.5822,53.9142,35.40286976
27.4191,53.9105,34.39678284
27.4274,53.9097,25.35573123
27.5273,53.9119,29.8372093
27.5273,53.9119,30.76738609
27.5273,53.9119,30.76738609
27.4677,53.9378,29.76798144
27.4696,53.9365,29.63048499
27.4758,53.9336,28.83146067
27.559,53.9011,30.86360356
27.534388,53.913555,29.90675991
27.551,53.9064,34.58221024
27.5402,53.9119,25.66
27.464,53.942,35.5401662
27.4614,53.9428,44.86013986
27.5495,53.93,31.21654501
30.2259,55.1938,27.29787234
27.4772,53.9368,28.93478261
27.655,53.93,35.78947368
27.5913,53.9369,31.19266055
27.6509,53.9322,37.84153005
27.5161,53.8862,32.06818182
27.5451,53.8776,32.81395349
27.6264,53.922,32.73781903
27.6553,53.9345,35.36340852
27.6541,53.9315,31.99546485
27.6539,53.9302,31.56599553
27.6539,53.9302,31.49553571
27.5882,53.9253,33.5952381
27.5882,53.9253,33.5952381
27.5888,53.9256,35.81218274
27.5957,53.9361,30.08528785
27.5206,53.9085,28.62068966
27.5167,53.91,32.06818182
27.5521,53.9,37.32804233
27.5273,53.9119,34.16464891
27.4642,53.9394,29.95753715
27.4758,53.9336,31.01098901
27.4657,53.9413,33.67541766
27.4657,53.9413,33.67541766
27.4674,53.9399,35.54156171
27.461,53.9418,31.77927928
27.5261,53.9124,29.15289256
27.6264,53.922,35.42857143
27.555702,53.912574,41.66666667
27.5261,53.9124,35.29137529
27.5167,53.91,34.15555556
27.6616,53.9623,33.45652174
27.552,53.8975,36.29716981
27.5158,53.8839,28.5
27.6509,53.9322,22.83382789
27.6553,53.9345,36.99519231
27.654,53.9309,23.46036585
27.5206,53.9085,31.02822581
27.5167,53.91,35.29816514
27.464,53.942,36.46919431
27.4614,53.9428,54.76868327
27.464,53.942,39.06091371
